,item,code,firstCategory,FirstCategoryID,secondCategory,SecondCategoryID
2805,斤西瓜硒砂瓜大沙地石头瓜水果新鲜当季非无籽,1010115012000000000,水果,20.0,西瓜,93.0
2806,坏果包赔当季麒麟薄皮西瓜新鲜水果斤应季整箱西瓜包邮,1010115012000000000,水果,20.0,西瓜,93.0
2807,南汇西瓜现采现摘绿色多汁一只装斤左右,1010115012000000000,水果,20.0,西瓜,93.0
2808,西瓜水果新鲜沙瓤当季孕妇水果麒麟西瓜整箱斤包邮,1010115012000000000,水果,20.0,西瓜,93.0
2809,金山皇冠斤黄心黄瓤薄皮脆甜西瓜当季新鲜水果脆甜多汁包邮,1010115012000000000,水果,20.0,西瓜,93.0
2810,中卫压砂瓜富硒硒砂瓜原产地砂甜石头缝西瓜新鲜水果斤礼盒,1010115012000000000,水果,20.0,西瓜,93.0
2811,拇指西瓜稀有水果新鲜迷你西瓜水果包邮迷西瓜拇指西瓜,1010115012000000000,水果,20.0,西瓜,93.0
2812,大兴庞各庄西瓜水果新鲜颗装,1010115012000000000,水果,20.0,西瓜,93.0
2813,拇指西瓜水果应季现摘新鲜迷你西瓜手指西瓜特色水果包邮,1010115012000000000,水果,20.0,西瓜,93.0
2814,西瓜种子早熟高产超甜特大无籽冰糖麒麟西瓜春季蔬菜种籽四季播种,1010115012000000000,水果,20.0,西瓜,93.0
2815,果果私语新鲜当季水果热带广西黑美人西瓜斤左右包邮非麒麟西瓜,1010115012000000000,水果,20.0,西瓜,93.0
2816,东方葵园南汇西瓜个装净重包熟包甜顺丰包邮,1010115012000000000,水果,20.0,西瓜,93.0
2817,东方葵园西瓜美都西瓜南汇西瓜一藤一瓜新鲜采摘顺丰包邮,1010115012000000000,水果,20.0,西瓜,93.0
2818,王小二黄心甜西瓜当季水果新鲜应季整箱黄肉薄皮西瓜斤包邮,1010115012000000000,水果,20.0,西瓜,93.0
2819,东方葵园黛西瓜黑皮红肉西瓜斤装新鲜采摘顺丰包邮,1010115012000000000,水果,20.0,西瓜,93.0
2820,直营英国支链氨基酸谷氨酰胺增肌健身西瓜味份装,1010115012000000000,水果,20.0,西瓜,93.0
2821,盒马南汇西瓜净重斤粒装头茬新鲜西瓜当季时令水果甜瓜,1010115012000000000,水果,20.0,西瓜,93.0
2822,甘福园湖北黄心甜西瓜斤新鲜当季水果应季黑籽熟甜瓜整箱包邮,1010115012000000000,水果,20.0,西瓜,93.0
2823,东方葵园甜瓜藤上熟哈密瓜粒装自然成熟顺丰包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2824,芭芭农场兑换民勤蜜瓜大果粒装大漠蜜瓜当季新鲜水果金红宝,1010115012100000000,水果,20.0,哈密瓜,94.0
2825,盒马至爱蜜瓜粒装单果起当季蜜瓜甜瓜新鲜时令水果哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2826,盒马西州蜜粒装净重斤当季蜜瓜甜瓜新鲜时令水果脆甜哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2827,盒马至爱蜜瓜粒装单果起当季蜜瓜甜瓜新鲜时令水果哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2828,盒马南汇西薄洛蜜瓜粒装单果当季新鲜水果哈密瓜时令甜瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2829,盒马至爱蜜瓜净重斤粒装当季蜜瓜甜瓜新鲜时令水果哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2830,盒马民勤大漠蜜瓜粒装单果斤当季新鲜水果甜瓜金红宝哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2831,盒马西州蜜号单粒装新鲜蜜瓜当季甜瓜时令水果哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2832,芭芭农场民勤蜜瓜斤装粒大漠蜜瓜金红宝新鲜当季水果香甜,1010115012100000000,水果,20.0,哈密瓜,94.0
2833,盒马山东海阳冰淇淋网纹瓜粒单粒斤甜瓜当季新鲜水果香瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2834,民勤黄河蜜瓜新鲜水果当季整箱包邮哈密瓜斤哈蜜瓜黄金甜瓜香瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2835,王小二枚珑蜜瓜新鲜水果当季整箱哈密瓜网纹瓜斤甜瓜香瓜包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2836,陕西阎良甜瓜斤新鲜水果包邮当季整箱应季脆甜白玉小瓜香瓜蜜瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2837,王小二羊角蜜甜瓜当季水果新鲜包邮斤密香瓜蜜瓜整箱羊角脆,1010115012100000000,水果,20.0,哈密瓜,94.0
2838,山东羊角蜜甜瓜水果新鲜包邮小密瓜香瓜蜜瓜羊角脆斤当季整箱,1010115012100000000,水果,20.0,哈密瓜,94.0
2839,陕西黄河蜜瓜新鲜斤包邮当季水果香瓜整箱应季黄金蜜瓜哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2840,王小二黄河蜜瓜新鲜水果黄金甜瓜新鲜斤黄皮当季包邮哈香密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2841,王小二海阳网纹蜜瓜新鲜水果包邮整箱当季哈密瓜网纹瓜斤香甜,1010115012100000000,水果,20.0,哈密瓜,94.0
2842,王小二黄河蜜瓜当季水果哈密瓜新鲜一箱斤香甜黄金哈蜜瓜包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2843,王小二大漠哈蜜瓜斤新鲜水果应当季哈密瓜香甜一整箱包邮应季,1010115012100000000,水果,20.0,哈密瓜,94.0
2844,陕西黄河蜜瓜新鲜斤脆甜瓜当季水果香瓜整箱应黄肉哈密瓜包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2845,陕西黄河蜜瓜新鲜水果当季整箱哈密瓜新鲜一箱哈蜜瓜黄金蜜瓜斤,1010115012100000000,水果,20.0,哈密瓜,94.0
2846,王小二网纹蜜瓜新鲜水果当季包邮整箱哈密瓜网纹瓜斤甜瓜香瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2847,王小二哈密瓜新鲜水果网纹瓜蜜瓜当季整箱包邮应季批发,1010115012100000000,水果,20.0,哈密瓜,94.0
2848,王小二网纹蜜瓜当季水果哈密瓜新鲜箱包邮整箱网纹瓜斤香甜,1010115012100000000,水果,20.0,哈密瓜,94.0
2849,王小二黄河蜜瓜新鲜当季水果整箱包邮斤应香甜黄肉哈蜜瓜密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2850,羊角蜜甜瓜水果新鲜当季整箱斤包邮山东瓜果脆瓜蜜瓜香瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2851,黄河蜜瓜水果新鲜当季整箱斤包邮一箱黄金哈蜜瓜香瓜甜瓜哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2852,民勤黄河蜜瓜斤水果新鲜当季整箱包邮一箱黄金哈蜜瓜香瓜甜瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2853,阎良甜瓜水果新鲜斤整箱当季应季时令蜜瓜香瓜现摘现发整箱包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2854,哈密瓜新鲜一箱水果斤当季整箱香瓜蜜哈蜜瓜吐鲁番特级包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2855,哈密瓜新鲜一箱水果斤当季整箱香瓜蜜哈蜜瓜吐鲁番特级包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2856,新鲜竹笋马蹄笋绿笋春夏鲜笋现挖脆嫩笋尖甜笋油焖冬笋蔬菜斤装,1010115012100000000,水果,20.0,哈密瓜,94.0
2857,玉菇甜瓜斤新鲜水果当季整箱茹蜜瓜应季时令瓜果哈密瓜香瓜包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2858,羊角蜜甜瓜水果新鲜当季整箱斤包邮山东瓜果脆瓜蜜瓜香瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2859,黄河蜜瓜水果新鲜当季整箱斤包邮一箱黄金哈蜜瓜香瓜甜瓜哈密瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2860,哈密瓜新鲜一箱水果斤包邮当季整箱香甜瓜哈蜜瓜网纹瓜蜜瓜,1010115012100000000,水果,20.0,哈密瓜,94.0
2861,甘肃民勤银蒂甜瓜斤当季网纹白兰蜜瓜新鲜哈密香瓜水果整箱包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2862,甘肃民勤沙漠蜜瓜斤当季黄河蜜脆甜瓜新鲜哈密香瓜整箱水果包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2863,山东黄河蜜瓜斤新鲜时令水果黄金脆甜瓜应当季小瓜哈密香瓜包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2864,甘福园山东哈密瓜斤新鲜当季水果枚珑蜜瓜网纹瓜应季整箱包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2865,甘福园山东网纹蜜瓜斤新鲜水果当季枚珑甜瓜哈密瓜一整箱包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2866,甘福园山东网纹蜜瓜斤新鲜水果应当季哈密瓜甜香瓜一整箱包邮,1010115012100000000,水果,20.0,哈密瓜,94.0
2867,西纯生鲜磴口华莱士蜜瓜箱斤河套华莱士甜瓜哈蜜瓜现摘内蒙古,1010115012200000000,水果,20.0,华莱士瓜,95.0
2868,天赋河套内蒙甜瓜磴口华莱士蜜瓜香瓜产地直发带箱斤装,1010115012200000000,水果,20.0,华莱士瓜,95.0
2869,天赋河套内蒙华莱士甜瓜蜜瓜新鲜现摘现发颗斤河套蜜瓜,1010115012200000000,水果,20.0,华莱士瓜,95.0
2870,磴口华莱士蜜瓜正宗河套哈蜜瓜甜瓜现摘新鲜应季水果巴盟香瓜,1010115012200000000,水果,20.0,华莱士瓜,95.0
2871,磴口华莱士甜瓜河套哈蜜瓜甜现摘应季新鲜水果包邮内蒙古巴盟香瓜,1010115012200000000,水果,20.0,华莱士瓜,95.0
2872,磴口华莱士甜瓜河套哈蜜瓜甜现摘应季新鲜水果包邮内蒙古巴盟香瓜,1010115012200000000,水果,20.0,华莱士瓜,95.0
2873,内蒙华莱士瓜斤新鲜当季水果脆甜西州蜜应季香瓜包邮,1010115012200000000,水果,20.0,华莱士瓜,95.0
2874,民勤蜜瓜哈密瓜新鲜水果斤一箱特级晓蜜甘肃沙漠黄金甜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2875,品种玫珑蜜瓜个装静冈夕张网纹瓜哈密瓜甜瓜口口蜜新鲜水果,1010115012300000000,水果,20.0,香瓜,96.0
2876,甘福园山东绿宝甜瓜斤新鲜当季水果香瓜脆瓜绿宝石甜瓜包邮,1010115012300000000,水果,20.0,香瓜,96.0
2877,品种静冈玫珑瓜网纹瓜蜜瓜个装哈密瓜新鲜水果甜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2878,现摘山东玉菇甜瓜新鲜斤带箱应季时令水果冰淇淋哈蜜瓜香瓜,1010115012300000000,水果,20.0,香瓜,96.0
2879,哈密瓜吐鲁番特级西州蜜新鲜一箱当季水果甜瓜斤整箱包邮,1010115012300000000,水果,20.0,香瓜,96.0
2880,民勤黄河蜜瓜斤新鲜当季时令水果哈密瓜香瓜黄金甜瓜包邮整箱甜,1010115012300000000,水果,20.0,香瓜,96.0
2881,维吉达尼巴楚留香瓜香草冰淇淋口味蜜瓜新鲜水果装斤,1010115012300000000,水果,20.0,香瓜,96.0
2882,民勤黄河蜜瓜斤新鲜时令水果黄金脆甜瓜应当季小瓜哈密香瓜包邮,1010115012300000000,水果,20.0,香瓜,96.0
2883,新鲜网纹蜜瓜斤包邮香瓜应季现摘水果孕妇哈密瓜玲珑蜜甜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2884,山东羊角蜜甜瓜水果新鲜包邮助农顺丰当季整箱斤蜜瓜香瓜,1010115012300000000,水果,20.0,香瓜,96.0
2885,山东博洋九博洋号甜瓜重五斤包邮新鲜当季应季水果非羊角蜜绿宝,1010115012300000000,水果,20.0,香瓜,96.0
2886,静冈玫珑爆甜软糯玖龙冰淇淋网纹新鲜孕妇香瓜水果哈密瓜,1010115012300000000,水果,20.0,香瓜,96.0
2887,民勤蜜瓜沙漠黄金瓜甜瓜香瓜黄皮水果应季整箱斤非哈密瓜新鲜,1010115012300000000,水果,20.0,香瓜,96.0
2888,香瓜新鲜黑龙江省整箱斤当季鲜瓜水果白糖罐甜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2889,顺丰包邮山西绿博特甜瓜现摘绿宝石应季水果新鲜香瓜羊角蜜,1010115012300000000,水果,20.0,香瓜,96.0
2890,吐鲁番哈密瓜西州蜜号蜜瓜甜瓜网纹哈密瓜新鲜一箱特级包邮,1010115012300000000,水果,20.0,香瓜,96.0
2891,白兰瓜银蒂哈密瓜新鲜水果整箱斤包邮当季香瓜网纹蜜瓜甜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2892,诺伯豪斯巴盟沙地蜜瓜颗装斤金红宝水果新鲜脆瓜甜瓜香瓜,1010115012300000000,水果,20.0,香瓜,96.0
2893,网纹瓜玫珑蜜瓜甜香瓜新鲜哈密瓜应季水果当季一整箱包邮斤,1010115012300000000,水果,20.0,香瓜,96.0
2894,民勤蜜瓜金红宝甜瓜黄河蜜黄金瓜香瓜甘肃白兰瓜哈密瓜斤,1010115012300000000,水果,20.0,香瓜,96.0
2895,品种静冈玫珑瓜个网纹瓜蜜瓜哈密瓜口口蜜新鲜水果甜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2896,香瓜新鲜整箱斤黑龙江省当季水果甜香瓜大地鲜瓜白糖罐,1010115012300000000,水果,20.0,香瓜,96.0
2897,莘北田园山东黄金蜜瓜甜瓜黄皮白肉香瓜甜瓜非哈密瓜整箱约斤包,1010115012300000000,水果,20.0,香瓜,96.0
2898,精品个装甘肃沙漠银蒂蜜瓜玉菇甜瓜香瓜当季水果新鲜哈密瓜,1010115012300000000,水果,20.0,香瓜,96.0
2899,现摘山东绿宝甜瓜新鲜当季水果生鲜绿宝石甜瓜绿瓜脆甜香瓜斤,1010115012300000000,水果,20.0,香瓜,96.0
2900,果百淘哈密瓜西州蜜瓜甜瓜网纹瓜新鲜水果斤箱个瓜,1010115012300000000,水果,20.0,香瓜,96.0
2901,四川野生八月瓜斤新鲜当季时令水果八月炸野香蕉甜香瓜包邮,1010115012300000000,水果,20.0,香瓜,96.0
2902,山东玉菇甜瓜新鲜绿肉哈密瓜香甜当季现摘香瓜应季水果整箱包邮,1010115012300000000,水果,20.0,香瓜,96.0
2903,玉菇甜瓜白兰瓜白雪蜜瓜奶香蜜新鲜冰淇淋网纹蜜瓜哈密瓜包邮,1010115012300000000,水果,20.0,香瓜,96.0
2904,晓蜜哈密瓜西州蜜瓜甜瓜网纹瓜新鲜当季孕妇水果净重,1010115012300000000,水果,20.0,香瓜,96.0
2905,哈蜜瓜至爱蜜瓜甜瓜网纹瓜孕妇水果新鲜大果整箱包邮,1010115012300000000,水果,20.0,香瓜,96.0
2906,甘肃民勤黄金蜜瓜新鲜沙漠甜瓜金红宝黄河银蒂当季水果整箱斤,1010115012300000000,水果,20.0,香瓜,96.0
2907,网纹瓜玫珑蜜瓜甜瓜新鲜哈密瓜常见水果当季一整箱包邮斤,1010115012300000000,水果,20.0,香瓜,96.0
2908,玫珑蜜瓜引种静冈夕张枚装斤网纹瓜新鲜水果甜瓜哈密瓜,1010115012300000000,水果,20.0,香瓜,96.0
2909,山东西州蜜净重斤当季蜜瓜甜瓜新鲜直供时令水果哈蜜瓜网纹瓜,1010115012300000000,水果,20.0,香瓜,96.0
2910,璐兴园青岛莱西马连庄甜瓜新鲜水果甜宝蜜宝王甜瓜当季时令香瓜,1010115012300000000,水果,20.0,香瓜,96.0
2911,民勤沙漠蜜瓜海阳网纹瓜冰淇淋玫玲珑蜜瓜奶香甜瓜水果哈密瓜,1010115012300000000,水果,20.0,香瓜,96.0
2912,南汇玉菇甜瓜斤装香瓜大果哈密瓜羊角蜜新鲜水果玉茹,1010115012300000000,水果,20.0,香瓜,96.0
2913,山东网纹蜜瓜当季新鲜水果玫龙哈密瓜冰淇淋网文甜瓜玲珑口口蜜,1010115012300000000,水果,20.0,香瓜,96.0
2914,山东羊角蜜甜瓜时令水果新鲜当季香瓜整箱斤包邮脆瓜蜜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2915,直播专拍湖南衡阳常宁玉菇哈密瓜甜瓜蜜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2916,湖南丑八怪香瓜甜瓜新鲜斤包邮时令水果脆甜小脆瓜应季现摘蜜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2917,天赋河套内蒙华莱士甜瓜蜜瓜新鲜现摘现发颗斤河套蜜瓜,1010115012300000000,水果,20.0,香瓜,96.0
2918,伊丽莎白圈猫咪项圈猫脖圈防舔伊利沙白耻辱圈甜甜圈软猫咪用品,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2919,伊丽莎白圈猫咪项圈幼猫软布头套防舔宠物可爱伊利沙白脖圈用品猫,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2920,伊利沙白圈猫咪伊丽莎白圈猫伊丽莎白猫项圈宠物伊丽莎白圈狗软,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2921,伊丽莎白圈可爱猫咪伊利沙白太阳花轻软狗狗头套猫宠物防舔耻辱圈,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2922,伊丽莎白圈猫咪防舔软圈狗狗项圈头套猫咪耻辱圈猫圈脖伊利沙白圈,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2923,伊丽莎白圈软布猫咪头套防舔咬狗狗耻辱项圈伊利沙白脖圈绝育用品,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2924,伊丽莎白圈软布宠物猫咪伊利沙白防舔头套耻辱项圈猫脖圈绝育用品,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2925,伊丽莎白圈猫咪防舔软圈狗狗项圈头套猫咪耻辱圈猫圈脖伊利沙白圈,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2926,伊丽莎白圈猫咪脖圈猫狗防舔头套软伊利沙白耻辱项圈宠物绝育用品,1010115012400000000,水果,20.0,伊利沙白瓜,97.0
2927,广东雷州冰糖红心木瓜斤带箱牛奶当季水果新鲜包邮青木瓜孕妇,1010115012500000000,水果,20.0,木瓜,98.0
2928,木瓜水果新鲜包邮树上熟广东雷州冰糖红心牛奶木瓜斤净重,1010115012500000000,水果,20.0,木瓜,98.0
2929,酸木瓜包邮新鲜野生水果木瓜酸木瓜新鲜,1010115012500000000,水果,20.0,木瓜,98.0
2930,冰糖红心牛奶木瓜整箱斤当季新鲜水果批发青木瓜包邮广西,1010115012500000000,水果,20.0,木瓜,98.0
2931,件折泰国天然健康养颜木瓜干正宗果干,1010115012500000000,水果,20.0,木瓜,98.0
2932,新货野生酸木瓜干酸青木瓜片做菜泡酒泡茶包邮,1010115012500000000,水果,20.0,木瓜,98.0
2933,酸木瓜斤新鲜水果青木瓜野外种植腌制酸辣包邮,1010115012500000000,水果,20.0,木瓜,98.0
2934,香小丫广西红心木瓜冰糖心牛奶青木瓜水果整箱斤新鲜水果包邮,1010115012500000000,水果,20.0,木瓜,98.0
2935,红心木瓜斤牛奶木瓜应季新鲜水果冰糖心青木瓜整箱斤包邮,1010115012500000000,水果,20.0,木瓜,98.0
2936,红心甜木瓜牛奶斤牛奶冰糖心青木瓜树上熟整箱新鲜水果包邮,1010115012500000000,水果,20.0,木瓜,98.0
2937,红心木瓜水果新鲜斤冰糖心当应季现摘整箱清甜牛奶木瓜,1010115012500000000,水果,20.0,木瓜,98.0
2938,香辣木瓜丝酱菜瓶湖南开胃饭菜广西青木瓜丝干,1010115012500000000,水果,20.0,木瓜,98.0
2939,果肉红润嫩滑多汁广西新鲜冰糖红心木瓜牛奶木瓜斤装包邮,1010115012500000000,水果,20.0,木瓜,98.0
2940,洱宝酸木瓜干木瓜片酸木瓜干果酸甜味道零食果脯,1010115012500000000,水果,20.0,木瓜,98.0
2941,泰国木瓜丁木瓜碎木瓜粒水果燕麦花果茶木瓜干烘培原料,1010115012500000000,水果,20.0,木瓜,98.0
2942,红心牛奶木瓜斤新鲜水果冰糖当季应季青木瓜整箱包邮,1010115012500000000,水果,20.0,木瓜,98.0
2943,新鲜牛奶红心木瓜斤装大果多省包邮非木瓜新鲜水果,1010115012500000000,水果,20.0,木瓜,98.0
2944,研磨食光木瓜干包休闲零食果干蜜饯果脯办公室零嘴分享装,1010115012500000000,水果,20.0,木瓜,98.0
2945,应季非雷州冰糖红心牛奶木瓜水果新鲜斤整箱包邮当季孕妇,1010115012500000000,水果,20.0,木瓜,98.0
2946,直播专拍湖南衡阳常宁红心木瓜新鲜水果清甜健康,1010115012500000000,水果,20.0,木瓜,98.0
2947,雷州冰糖红心牛奶木瓜青番新鲜现摘树上熟湛江水果斤非,1010115012500000000,水果,20.0,木瓜,98.0
2948,菲律宾木瓜新鲜当季水果红心牛奶冰糖青木瓜大包邮,1010115012500000000,水果,20.0,木瓜,98.0
2949,湛江雷州冰糖红心木瓜青番当季现摘新鲜水果净果斤带箱约斤,1010115012500000000,水果,20.0,木瓜,98.0
2950,雷州红心牛奶木瓜整箱应季冰糖青木瓜木瓜新鲜水果当季包邮斤,1010115012500000000,水果,20.0,木瓜,98.0
2951,中劳红心牛奶木瓜广西新鲜树上熟冰糖甜木瓜孕妇水果斤包邮,1010115012500000000,水果,20.0,木瓜,98.0
2952,红心牛奶青木瓜冰糖心带箱新鲜水果当季整箱斤包邮,1010115012500000000,水果,20.0,木瓜,98.0
2953,满减百草味木瓜干网红小吃水果干蜜饯果脯酸甜木瓜丝,1010115012500000000,水果,20.0,木瓜,98.0
2954,送斤发斤红心木瓜新鲜包邮水果牛奶木瓜青木瓜斤,1010115012500000000,水果,20.0,木瓜,98.0
2955,顺丰包邮红心木瓜新鲜水果包邮热带应季现摘现发斤装,1010115012500000000,水果,20.0,木瓜,98.0
2956,香辣木瓜丝酱菜瓶湖南开胃饭菜广西青木瓜丝干,1010115012500000000,水果,20.0,木瓜,98.0
2957,大煌意新鲜水果现摘雷州冰糖心木瓜当季青皮红心斤装包邮,1010115012500000000,水果,20.0,木瓜,98.0
2958,干酸木瓜片野生白花木瓜干片酸木瓜果泡酒泡水炖鸡做菜料,1010115012500000000,水果,20.0,木瓜,98.0
2959,买送葛根木瓜片木瓜片压片糖果搭配魔芋女性产品,1010115012500000000,水果,20.0,木瓜,98.0
2960,广西红心木瓜冰糖牛奶木瓜现摘应季新鲜水果整箱斤个装包邮,1010115012500000000,水果,20.0,木瓜,98.0
2961,拍发百合康木瓜葛根粉片丰胸部丰满食品增大乳房产品少女性学生,1010115012500000000,水果,20.0,木瓜,98.0
2962,修正葛根木瓜片压片糖果葛根提取物木瓜粉葛根粉葛根片,1010115012500000000,水果,20.0,木瓜,98.0
2963,广西红心牛奶木瓜青大木瓜斤新鲜水果现摘当季包邮带箱斤,1010115012500000000,水果,20.0,木瓜,98.0
2964,现摘红心木瓜当季水果斤新鲜包邮应季牛奶冰糖心青木瓜,1010115012500000000,水果,20.0,木瓜,98.0
2965,蜂巢直供文山红心木瓜净重斤单果,1010115012500000000,水果,20.0,木瓜,98.0
2966,壹亩地瓜红心木瓜斤净重新鲜当季水果产地直发,1010115012500000000,水果,20.0,木瓜,98.0
2967,当季牛奶红心木瓜孕妇水果新鲜斤整箱包邮冰糖木瓜树熟青,1010115012500000000,水果,20.0,木瓜,98.0
2968,江山老农雷州冰糖牛奶红心木瓜清甜丝滑新鲜现摘催熟软吃,1010115012500000000,水果,20.0,木瓜,98.0
2969,斤专拍办公室休闲零食木瓜干果脯蜜饯,1010115012500000000,水果,20.0,木瓜,98.0
2970,雷州冰糖红心木瓜热带当季时令水果新鲜现摘青木瓜斤整箱包邮,1010115012500000000,水果,20.0,木瓜,98.0
2971,美国进口车厘子斤新鲜大樱桃水果当季应季顺丰包邮整箱黑珍珠,1010115012600000000,水果,20.0,樱桃,99.0
2972,美国车厘子新鲜水果非智利黑珍珠大果大樱桃,1010115012600000000,水果,20.0,樱桃,99.0
2973,美国车厘子斤装大果智利大樱桃新鲜水果发顺丰空运,1010115012600000000,水果,20.0,樱桃,99.0
2974,美国空运车厘子新鲜当季水果非智利黑珍珠大果大樱桃,1010115012600000000,水果,20.0,樱桃,99.0
2975,土耳其进口车厘子黑珍珠大樱桃新鲜水果非美国美车烟台美早大连,1010115012600000000,水果,20.0,樱桃,99.0
2976,山东大樱桃斤国产车厘子水果新鲜大连美早樱桃当季整箱包邮,1010115012600000000,水果,20.0,樱桃,99.0
2977,礼盒装美国进口车厘子新鲜水果斤大果黑珍珠大樱桃孕妇非智利,1010115012600000000,水果,20.0,樱桃,99.0
2978,美国进口车厘子黑珍珠新鲜特大樱桃斤当季时令水果顺丰包邮,1010115012600000000,水果,20.0,樱桃,99.0
2979,礼盒装美国进口车厘子新鲜水果顺丰包邮应季大樱桃斤大果黑珍珠,1010115012600000000,水果,20.0,樱桃,99.0
2980,礼盒装美国进口车厘子新鲜水果斤黑珍珠大樱桃孕妇包邮非智利,1010115012600000000,水果,20.0,樱桃,99.0
2981,礼盒装美国进口车厘子斤顺丰包邮新鲜水果应季大樱桃大果黑珍珠,1010115012600000000,水果,20.0,樱桃,99.0
2982,空运美国车厘子斤装大樱桃大果新鲜孕妇水果包顺丰,1010115012600000000,水果,20.0,樱桃,99.0
2983,美国车厘子新鲜水果包邮斤孕妇水果双大果大樱桃,1010115012600000000,水果,20.0,樱桃,99.0
2984,美国车厘子斤新鲜水果包邮斤礼盒装黑珍珠大樱桃整箱,1010115012600000000,水果,20.0,樱桃,99.0
2985,美国车厘子斤大樱桃当季新鲜孕妇水果胜智利黑珍珠顺丰包邮,1010115012600000000,水果,20.0,樱桃,99.0
2986,美国进口车厘子斤礼盒装新鲜水果包邮黑珍珠大樱桃孕妇非智利,1010115012600000000,水果,20.0,樱桃,99.0
2987,美国智利车厘子斤新鲜樱桃时令水果澳洲黑珍珠大樱桃礼盒,1010115012600000000,水果,20.0,樱桃,99.0
2988,顺丰包邮美国进口车厘子当季新鲜孕妇水果斤礼盒装大樱桃果,1010115012600000000,水果,20.0,樱桃,99.0
2989,宝贝山美国进口车厘子新鲜水果顺丰包邮大樱桃直采应季水果斤装,1010115012600000000,水果,20.0,樱桃,99.0
2990,国产车厘子新鲜斤美早樱桃山东大樱桃水果新鲜烟台包邮当季,1010115012600000000,水果,20.0,樱桃,99.0
2991,大连车厘子大樱桃新鲜水果斤顺丰包邮美早当季山东智利,1010115012600000000,水果,20.0,樱桃,99.0
2992,美国空运车厘子斤大樱桃当季新鲜孕妇水果非智利黑珍珠,1010115012600000000,水果,20.0,樱桃,99.0
2993,美国车厘子樱桃新鲜水果礼盒斤智利樱桃顺丰包邮,1010115012600000000,水果,20.0,樱桃,99.0
2994,国产山东车厘子烟台发货斤装美早大樱桃新鲜水果包邮,1010115012600000000,水果,20.0,樱桃,99.0
2995,智利车厘子新鲜水果包邮大樱桃车厘子斤原箱礼盒装年货,1010115012600000000,水果,20.0,樱桃,99.0
2996,顺丰空运土耳其进口车厘子斤装大樱桃新鲜孕妇水果包邮,1010115012600000000,水果,20.0,樱桃,99.0
2997,美国车厘子大樱桃斤大果非山东黑珍珠新鲜水果顺丰包邮,1010115012600000000,水果,20.0,樱桃,99.0
2998,顺丰空运美国进口车厘子樱桃斤果径新鲜水果包邮,1010115012600000000,水果,20.0,樱桃,99.0
2999,美国空运车厘子新鲜当季水果非智利黑珍珠大果大樱桃,1010115012600000000,水果,20.0,樱桃,99.0
